Date Reported,Fiscal Year,Department,Category,Sex,Race/Ethnicity,Value
06/30/2014 11:59:00 PM,2014,Engineering,Turnover Rate,Female,White,0.125
06/30/2014 11:59:00 PM,2014,Engineering,Turnover Rate,Total,Hispanic/Latino,0
06/30/2014 11:59:00 PM,2014,Engineering,Turnover Rate,Total,Total,0.045454545
06/30/2014 11:59:00 PM,2014,Engineering,Turnover Rate,Total,White,0.047619048
06/30/2014 11:59:00 PM,2014,Environmental Services,Turnover Rate,Male,Asian,0
06/30/2014 11:59:00 PM,2014,Environmental Services,Turnover Rate,Male,Black/African-American,0
06/30/2014 11:59:00 PM,2014,Environmental Services,Turnover Rate,Male,Hispanic/Latino,0
06/30/2014 11:59:00 PM,2014,Environmental Services,Turnover Rate,Male,Total,0.042253521
06/30/2014 11:59:00 PM,2014,Environmental Services,Turnover Rate,Male,White,0.045454545
06/30/2014 11:59:00 PM,2014,Environmental Services,Turnover Rate,Total,Asian,0
06/30/2014 11:59:00 PM,2014,Environmental Services,Turnover Rate,Total,Black/African-American,0
06/30/2014 11:59:00 PM,2014,Environmental Services,Turnover Rate,Total,Hispanic/Latino,0
06/30/2014 11:59:00 PM,2014,Environmental Services,Turnover Rate,Total,Total,0.034883721
06/30/2014 11:59:00 PM,2014,Environmental Services,Turnover Rate,Total,White,0.0375
06/30/2014 11:59:00 PM,2014,Executive Office,Turnover Rate,Male,Black/African-American,1
06/30/2014 11:59:00 PM,2014,Executive Office,Turnover Rate,Male,Hispanic/Latino,0
06/30/2014 11:59:00 PM,2014,Executive Office,Turnover Rate,Male,Total,1
06/30/2014 11:59:00 PM,2014,Executive Office,Turnover Rate,Total,Black/African-American,1
06/30/2014 11:59:00 PM,2014,Executive Office,Turnover Rate,Total,Hispanic/Latino,0
06/30/2014 11:59:00 PM,2014,Executive Office,Turnover Rate,Total,Total,0.333333333
06/30/2014 11:59:00 PM,2014,Executive Office,Turnover Rate,Total,White,0
06/30/2014 11:59:00 PM,2014,Facilities and Fleet,Turnover Rate,Male,Black/African-American,1
06/30/2014 11:59:00 PM,2014,Facilities and Fleet,Turnover Rate,Male,Total,0.108108108
06/30/2014 11:59:00 PM,2014,Facilities and Fleet,Turnover Rate,Male,White,0.083333333
06/30/2014 11:59:00 PM,2014,Facilities and Fleet,Turnover Rate,Total,Asian,0
06/30/2014 11:59:00 PM,2014,Facilities and Fleet,Turnover Rate,Total,Black/African-American,0.5
06/30/2014 11:59:00 PM,2014,Facilities and Fleet,Turnover Rate,Total,Total,0.097560976
06/30/2014 11:59:00 PM,2014,Facilities and Fleet,Turnover Rate,Total,White,0.078947368
06/30/2014 11:59:00 PM,2014,Fire Department,Turnover Rate,Male,Black/African-American,0
06/30/2014 11:59:00 PM,2014,Fire Department,Turnover Rate,Male,Hispanic/Latino,0
06/30/2014 11:59:00 PM,2014,Fire Department,Turnover Rate,Male,Total,0.056994819
06/30/2014 11:59:00 PM,2014,Fire Department,Turnover Rate,Male,White,0.059782609
06/30/2014 11:59:00 PM,2014,Fire Department,Turnover Rate,Total,Black/African-American,0
06/30/2014 11:59:00 PM,2014,Fire Department,Turnover Rate,Total,Hispanic/Latino,0
06/30/2014 11:59:00 PM,2014,Fire Department,Turnover Rate,Total,Total,0.052884615
06/30/2014 11:59:00 PM,2014,Fire Department,Turnover Rate,Total,White,0.055276382
06/30/2014 11:59:00 PM,2014,Income Tax,Turnover Rate,Female,Black/African-American,0
06/30/2014 11:59:00 PM,2014,Income Tax,Turnover Rate,Female,Total,0.222222222
06/30/2014 11:59:00 PM,2014,Income Tax,Turnover Rate,Female,White,0.25
06/30/2014 11:59:00 PM,2014,Income Tax,Turnover Rate,Total,Black/African-American,0
06/30/2014 11:59:00 PM,2014,Income Tax,Turnover Rate,Total,Total,0.181818182
06/30/2014 11:59:00 PM,2014,Income Tax,Turnover Rate,Total,White,0.2
06/30/2014 11:59:00 PM,2014,Mobile GR,Turnover Rate,Male,Black/African-American,1
06/30/2014 11:59:00 PM,2014,Mobile GR,Turnover Rate,Male,Total,0.272727273
06/30/2014 11:59:00 PM,2014,Mobile GR,Turnover Rate,Male,White,0.2
06/30/2014 11:59:00 PM,2014,Mobile GR,Turnover Rate,Total,Black/African-American,0.25
06/30/2014 11:59:00 PM,2014,Mobile GR,Turnover Rate,Total,Total,0.115384615
06/30/2014 11:59:00 PM,2014,Mobile GR,Turnover Rate,Total,White,0.090909091
06/30/2014 11:59:00 PM,2014,Parks & Recreation,Turnover Rate,Female,Total,0.333333333
06/30/2014 11:59:00 PM,2014,Parks & Recreation,Turnover Rate,Female,White,0.333333333
06/30/2014 11:59:00 PM,2014,Parks & Recreation,Turnover Rate,Male,Black/African-American,0
06/30/2014 11:59:00 PM,2014,Parks & Recreation,Turnover Rate,Male,Total,0.055555556
06/30/2014 11:59:00 PM,2014,Parks & Recreation,Turnover Rate,Male,White,0.0625
06/30/2014 11:59:00 PM,2014,Parks & Recreation,Turnover Rate,Total,Black/African-American,0
06/30/2014 11:59:00 PM,2014,Parks & Recreation,Turnover Rate,Total,Total,0.095238095
06/30/2014 11:59:00 PM,2014,Parks & Recreation,Turnover Rate,Total,White,0.105263158
06/30/2014 11:59:00 PM,2014,Police Department,Turnover Rate,Female,Asian,0
06/30/2014 11:59:00 PM,2014,Police Department,Turnover Rate,Female,Black/African-American,0
06/30/2014 11:59:00 PM,2014,Police Department,Turnover Rate,Female,Hispanic/Latino,1
06/30/2014 11:59:00 PM,2014,Police Department,Turnover Rate,Female,Total,0.125
06/30/2014 11:59:00 PM,2014,Police Department,Turnover Rate,Female,White,0.119402985
06/30/2014 11:59:00 PM,2014,Police Department,Turnover Rate,Male,Asian,0
06/30/2014 11:59:00 PM,2014,Police Department,Turnover Rate,Male,Black/African-American,0.090909091
06/30/2014 11:59:00 PM,2014,Police Department,Turnover Rate,Male,Hispanic/Latino,0
06/30/2014 11:59:00 PM,2014,Police Department,Turnover Rate,Male,Native American,0
06/30/2014 11:59:00 PM,2014,Police Department,Turnover Rate,Male,Total,0.064846416
06/30/2014 11:59:00 PM,2014,Police Department,Turnover Rate,Male,White,0.069767442
06/30/2014 11:59:00 PM,2014,Police Department,Turnover Rate,Total,Asian,0
06/30/2014 11:59:00 PM,2014,Police Department,Turnover Rate,Total,Black/African-American,0.071428571
06/30/2014 11:59:00 PM,2014,Police Department,Turnover Rate,Total,Hispanic/Latino,0.083333333
06/30/2014 11:59:00 PM,2014,Police Department,Turnover Rate,Total,Native American,0
06/30/2014 11:59:00 PM,2014,Police Department,Turnover Rate,Total,Total,0.076712329
06/30/2014 11:59:00 PM,2014,Police Department,Turnover Rate,Total,White,0.08
06/30/2014 11:59:00 PM,2014,Public Works,Turnover Rate,Female,Black/African-American,0
06/30/2014 11:59:00 PM,2014,Public Works,Turnover Rate,Female,Total,0.333333333
06/30/2014 11:59:00 PM,2014,Public Works,Turnover Rate,Female,White,0.5
06/30/2014 11:59:00 PM,2014,Public Works,Turnover Rate,Male,Black/African-American,0
06/30/2014 11:59:00 PM,2014,Public Works,Turnover Rate,Male,Hispanic/Latino,0
06/30/2014 11:59:00 PM,2014,Public Works,Turnover Rate,Male,Native American,0
06/30/2014 11:59:00 PM,2014,Public Works,Turnover Rate,Male,Total,0.08
06/30/2014 11:59:00 PM,2014,Public Works,Turnover Rate,Male,White,0.125
06/30/2014 11:59:00 PM,2014,Public Works,Turnover Rate,Total,Black/African-American,0
06/30/2014 11:59:00 PM,2014,Public Works,Turnover Rate,Total,Hispanic/Latino,0
06/30/2014 11:59:00 PM,2014,Public Works,Turnover Rate,Total,Native American,0
06/30/2014 11:59:00 PM,2014,Public Works,Turnover Rate,Total,Total,0.118644068
06/30/2014 11:59:00 PM,2014,Public Works,Turnover Rate,Total,White,0.184210526
06/30/2014 11:59:00 PM,2014,Total,Turnover Rate,Female,Asian,0
06/30/2014 11:59:00 PM,2014,Total,Turnover Rate,Female,Black/African-American,0.125
06/30/2014 11:59:00 PM,2014,Total,Turnover Rate,Female,Hispanic/Latino,0.5
06/30/2014 11:59:00 PM,2014,Total,Turnover Rate,Female,Native American,0
06/30/2014 11:59:00 PM,2014,Total,Turnover Rate,Female,Total,0.092857143
06/30/2014 11:59:00 PM,2014,Total,Turnover Rate,Female,White,0.089068826
06/30/2014 11:59:00 PM,2014,Total,Turnover Rate,Male,Asian,0
06/30/2014 11:59:00 PM,2014,Total,Turnover Rate,Male,Black/African-American,0.08
06/30/2014 11:59:00 PM,2014,Total,Turnover Rate,Male,Hispanic/Latino,0.041666667
06/30/2014 11:59:00 PM,2014,Total,Turnover Rate,Male,Native American,0
06/30/2014 11:59:00 PM,2014,Total,Turnover Rate,Male,Total,0.06285073
06/30/2014 11:59:00 PM,2014,Total,Turnover Rate,Male,White,0.063909774
06/30/2014 11:59:00 PM,2014,Total,Turnover Rate,Total,Asian,0
06/30/2014 11:59:00 PM,2014,Total,Turnover Rate,Total,Black/African-American,0.094594595
06/30/2014 11:59:00 PM,2014,Total,Turnover Rate,Total,Hispanic/Latino,0.076923077
06/30/2014 11:59:00 PM,2014,Total,Turnover Rate,Total,Native American,0
06/30/2014 11:59:00 PM,2014,Total,Turnover Rate,Total,Total,0.070025619
06/30/2014 11:59:00 PM,2014,Total,Turnover Rate,Total,White,0.069856459
06/30/2014 11:59:00 PM,2014,Traffic Safety,Turnover Rate,Female,Total,0.25
06/30/2014 11:59:00 PM,2014,Traffic Safety,Turnover Rate,Female,White,0.25
06/30/2014 11:59:00 PM,2014,Traffic Safety,Turnover Rate,Male,Black/African-American,0
06/30/2014 11:59:00 PM,2014,Traffic Safety,Turnover Rate,Male,Total,0.034482759
06/30/2014 11:59:00 PM,2014,Traffic Safety,Turnover Rate,Male,White,0.035714286
06/30/2014 11:59:00 PM,2014,Traffic Safety,Turnover Rate,Total,Black/African-American,0
06/30/2014 11:59:00 PM,2014,Traffic Safety,Turnover Rate,Total,Total,0.060606061
06/30/2014 11:59:00 PM,2014,Traffic Safety,Turnover Rate,Total,White,0.0625
06/30/2014 11:59:00 PM,2014,Water,Turnover Rate,Female,Asian,0
06/30/2014 11:59:00 PM,2014,Water,Turnover Rate,Female,Black/African-American,0.5
06/30/2014 11:59:00 PM,2014,Water,Turnover Rate,Female,Total,0.083333333
06/30/2014 11:59:00 PM,2014,Water,Turnover Rate,Female,White,0.047619048
06/30/2014 11:59:00 PM,2014,Water,Turnover Rate,Male,Asian,0
06/30/2014 11:59:00 PM,2014,Water,Turnover Rate,Male,Black/African-American,0
06/30/2014 11:59:00 PM,2014,Water,Turnover Rate,Male,Hispanic/Latino,0.25
06/30/2014 11:59:00 PM,2014,Water,Turnover Rate,Male,Native American,0
06/30/2014 11:59:00 PM,2014,Water,Turnover Rate,Male,Total,0.040816327
06/30/2014 11:59:00 PM,2014,Water,Turnover Rate,Male,White,0.036144578
06/30/2014 11:59:00 PM,2014,Water,Turnover Rate,Total,Asian,0
06/30/2014 11:59:00 PM,2014,Water,Turnover Rate,Total,Black/African-American,0.090909091
06/30/2014 11:59:00 PM,2014,Water,Turnover Rate,Total,Hispanic/Latino,0.25
06/30/2014 11:59:00 PM,2014,Water,Turnover Rate,Total,Native American,0
06/30/2014 11:59:00 PM,2014,Water,Turnover Rate,Total,Total,0.049180328
06/30/2014 11:59:00 PM,2014,Water,Turnover Rate,Total,White,0.038461538
06/30/2015 11:59:00 PM,2015,311 Customer Service,Turnover Rate,Male,Total,0.333333333
06/30/2015 11:59:00 PM,2015,311 Customer Service,Turnover Rate,Male,White,0.333333333
06/30/2015 11:59:00 PM,2015,311 Customer Service,Turnover Rate,Total,Black/African-American,0
06/30/2015 11:59:00 PM,2015,311 Customer Service,Turnover Rate,Total,Total,0.111111111
06/30/2015 11:59:00 PM,2015,311 Customer Service,Turnover Rate,Total,White,0.125
06/30/2015 11:59:00 PM,2015,Assessor,Turnover Rate,Male,Total,0.2
06/30/2015 11:59:00 PM,2015,Assessor,Turnover Rate,Male,White,0.2
06/30/2015 11:59:00 PM,2015,Assessor,Turnover Rate,Total,Asian,0
06/30/2015 11:59:00 PM,2015,Assessor,Turnover Rate,Total,Total,0.076923077
06/30/2015 11:59:00 PM,2015,Assessor,Turnover Rate,Total,White,0.083333333
06/30/2015 11:59:00 PM,2015,City Attorney,Turnover Rate,Female,Black/African-American,0
06/30/2015 11:59:00 PM,2015,City Attorney,Turnover Rate,Female,Native American,1
06/30/2015 11:59:00 PM,2015,City Attorney,Turnover Rate,Female,Total,0.090909091
06/30/2015 11:59:00 PM,2015,City Attorney,Turnover Rate,Female,White,0
06/30/2015 11:59:00 PM,2015,City Attorney,Turnover Rate,Male,Black/African-American,1
06/30/2015 11:59:00 PM,2015,City Attorney,Turnover Rate,Male,Total,0.2
06/30/2015 11:59:00 PM,2015,City Attorney,Turnover Rate,Male,White,0
06/30/2015 11:59:00 PM,2015,City Attorney,Turnover Rate,Total,Black/African-American,1
06/30/2015 11:59:00 PM,2015,City Attorney,Turnover Rate,Total,Native American,1
06/30/2015 11:59:00 PM,2015,City Attorney,Turnover Rate,Total,Total,0.125
06/30/2015 11:59:00 PM,2015,City Attorney,Turnover Rate,Total,White,0
06/30/2015 11:59:00 PM,2015,City Clerk,Turnover Rate,Male,Total,1
06/30/2015 11:59:00 PM,2015,City Clerk,Turnover Rate,Male,White,1
06/30/2015 11:59:00 PM,2015,City Clerk,Turnover Rate,Total,Black/African-American,0
06/30/2015 11:59:00 PM,2015,City Clerk,Turnover Rate,Total,Total,0.125
06/30/2015 11:59:00 PM,2015,City Clerk,Turnover Rate,Total,White,0.142857143
06/30/2015 11:59:00 PM,2015,City Treasurer,Turnover Rate,Female,Total,0.222222222
06/30/2015 11:59:00 PM,2015,City Treasurer,Turnover Rate,Female,White,0.222222222
06/30/2015 11:59:00 PM,2015,City Treasurer,Turnover Rate,Total,Hispanic/Latino,0
06/30/2015 11:59:00 PM,2015,City Treasurer,Turnover Rate,Total,Total,0.125
06/30/2015 11:59:00 PM,2015,City Treasurer,Turnover Rate,Total,White,0.133333333
06/30/2015 11:59:00 PM,2015,Community Development,Turnover Rate,Female,Black/African-American,0
06/30/2015 11:59:00 PM,2015,Community Development,Turnover Rate,Female,Total,0.055555556
06/30/2015 11:59:00 PM,2015,Community Development,Turnover Rate,Female,White,0.0625
06/30/2015 11:59:00 PM,2015,Community Development,Turnover Rate,Male,Black/African-American,0
06/30/2015 11:59:00 PM,2015,Community Development,Turnover Rate,Male,Total,0.157894737
06/30/2015 11:59:00 PM,2015,Community Development,Turnover Rate,Male,White,0.166666667
06/30/2015 11:59:00 PM,2015,Community Development,Turnover Rate,Total,Black/African-American,0
06/30/2015 11:59:00 PM,2015,Community Development,Turnover Rate,Total,Total,0.108108108
06/30/2015 11:59:00 PM,2015,Community Development,Turnover Rate,Total,White,0.117647059
06/30/2015 11:59:00 PM,2015,Engineering,Turnover Rate,Male,Hispanic/Latino,0
06/30/2015 11:59:00 PM,2015,Engineering,Turnover Rate,Male,Total,0.055555556
06/30/2015 11:59:00 PM,2015,Engineering,Turnover Rate,Male,White,0.058823529
06/30/2015 11:59:00 PM,2015,Engineering,Turnover Rate,Total,Hispanic/Latino,0
06/30/2015 11:59:00 PM,2015,Engineering,Turnover Rate,Total,Total,0.038461538
06/30/2015 11:59:00 PM,2015,Engineering,Turnover Rate,Total,White,0.041666667
06/30/2015 11:59:00 PM,2015,Environmental Services,Turnover Rate,Female,Black/African-American,1
06/30/2015 11:59:00 PM,2015,Environmental Services,Turnover Rate,Female,Total,0.142857143
06/30/2015 11:59:00 PM,2015,Environmental Services,Turnover Rate,Female,White,0.071428571
06/30/2015 11:59:00 PM,2015,Environmental Services,Turnover Rate,Male,Asian,0
06/30/2015 11:59:00 PM,2015,Environmental Services,Turnover Rate,Male,Black/African-American,0.333333333
06/30/2015 11:59:00 PM,2015,Environmental Services,Turnover Rate,Male,Hispanic/Latino,0
06/30/2015 11:59:00 PM,2015,Environmental Services,Turnover Rate,Male,Total,0.1
06/30/2015 11:59:00 PM,2015,Environmental Services,Turnover Rate,Male,White,0.092307692
06/30/2015 11:59:00 PM,2015,Environmental Services,Turnover Rate,Total,Asian,0
06/30/2015 11:59:00 PM,2015,Environmental Services,Turnover Rate,Total,Black/African-American,0.666666667
06/30/2015 11:59:00 PM,2015,Environmental Services,Turnover Rate,Total,Hispanic/Latino,0
06/30/2015 11:59:00 PM,2015,Environmental Services,Turnover Rate,Total,Total,0.107142857
06/30/2015 11:59:00 PM,2015,Environmental Services,Turnover Rate,Total,White,0.088607595
06/30/2015 11:59:00 PM,2015,Facilities and Fleet,Turnover Rate,Male,Black/African-American,0
06/30/2015 11:59:00 PM,2015,Facilities and Fleet,Turnover Rate,Male,Total,0.108108108
06/30/2015 11:59:00 PM,2015,Facilities and Fleet,Turnover Rate,Male,White,0.114285714
06/30/2015 11:59:00 PM,2015,Facilities and Fleet,Turnover Rate,Total,Black/African-American,0
06/30/2015 11:59:00 PM,2015,Facilities and Fleet,Turnover Rate,Total,Total,0.097560976
06/30/2015 11:59:00 PM,2015,Facilities and Fleet,Turnover Rate,Total,White,0.105263158
06/30/2015 11:59:00 PM,2015,Fire Department,Turnover Rate,Male,Black/African-American,0
06/30/2015 11:59:00 PM,2015,Fire Department,Turnover Rate,Male,Hispanic/Latino,0
06/30/2015 11:59:00 PM,2015,Fire Department,Turnover Rate,Male,Total,0.075675676
06/30/2015 11:59:00 PM,2015,Fire Department,Turnover Rate,Male,White,0.08
06/30/2015 11:59:00 PM,2015,Fire Department,Turnover Rate,Total,Black/African-American,0
06/30/2015 11:59:00 PM,2015,Fire Department,Turnover Rate,Total,Hispanic/Latino,0
06/30/2015 11:59:00 PM,2015,Fire Department,Turnover Rate,Total,Total,0.070351759
06/30/2015 11:59:00 PM,2015,Fire Department,Turnover Rate,Total,White,0.074074074
06/30/2015 11:59:00 PM,2015,Fiscal Services,Turnover Rate,Female,Total,0.071428571
06/30/2015 11:59:00 PM,2015,Fiscal Services,Turnover Rate,Female,White,0.071428571
06/30/2015 11:59:00 PM,2015,Fiscal Services,Turnover Rate,Total,Asian,0
06/30/2015 11:59:00 PM,2015,Fiscal Services,Turnover Rate,Total,Hispanic/Latino,0
06/30/2015 11:59:00 PM,2015,Fiscal Services,Turnover Rate,Total,Total,0.045454545
06/30/2015 11:59:00 PM,2015,Fiscal Services,Turnover Rate,Total,White,0.05
06/30/2015 11:59:00 PM,2015,Human Resources,Turnover Rate,Male,Asian,0
06/30/2015 11:59:00 PM,2015,Human Resources,Turnover Rate,Male,Black/African-American,0
06/30/2015 11:59:00 PM,2015,Human Resources,Turnover Rate,Male,Total,0.142857143
06/30/2015 11:59:00 PM,2015,Human Resources,Turnover Rate,Male,White,0.2
06/30/2015 11:59:00 PM,2015,Human Resources,Turnover Rate,Total,Asian,0
06/30/2015 11:59:00 PM,2015,Human Resources,Turnover Rate,Total,Black/African-American,0
06/30/2015 11:59:00 PM,2015,Human Resources,Turnover Rate,Total,Total,0.0625
06/30/2015 11:59:00 PM,2015,Human Resources,Turnover Rate,Total,White,0.111111111
06/30/2015 11:59:00 PM,2015,Library,Turnover Rate,Female,Black/African-American,0.666666667
06/30/2015 11:59:00 PM,2015,Library,Turnover Rate,Female,Total,0.192307692
06/30/2015 11:59:00 PM,2015,Library,Turnover Rate,Female,White,0.130434783
06/30/2015 11:59:00 PM,2015,Library,Turnover Rate,Male,Black/African-American,0
06/30/2015 11:59:00 PM,2015,Library,Turnover Rate,Male,Hispanic/Latino,0
06/30/2015 11:59:00 PM,2015,Library,Turnover Rate,Male,Total,0.133333333
06/30/2015 11:59:00 PM,2015,Library,Turnover Rate,Male,White,0.153846154
06/30/2015 11:59:00 PM,2015,Library,Turnover Rate,Total,Black/African-American,0.5
06/30/2015 11:59:00 PM,2015,Library,Turnover Rate,Total,Hispanic/Latino,0
06/30/2015 11:59:00 PM,2015,Library,Turnover Rate,Total,Total,0.170731707
06/30/2015 11:59:00 PM,2015,Library,Turnover Rate,Total,White,0.138888889
06/30/2015 11:59:00 PM,2015,Mobile GR,Turnover Rate,Female,Black/African-American,0.333333333
06/30/2015 11:59:00 PM,2015,Mobile GR,Turnover Rate,Female,Multiracial,1
06/30/2015 11:59:00 PM,2015,Mobile GR,Turnover Rate,Female,Total,0.25
06/30/2015 11:59:00 PM,2015,Mobile GR,Turnover Rate,Female,White,0.111111111
06/30/2015 11:59:00 PM,2015,Mobile GR,Turnover Rate,Male,Black/African-American,0
06/30/2015 11:59:00 PM,2015,Mobile GR,Turnover Rate,Male,Hispanic/Latino,0
06/30/2015 11:59:00 PM,2015,Mobile GR,Turnover Rate,Male,Total,0.142857143
06/30/2015 11:59:00 PM,2015,Mobile GR,Turnover Rate,Male,White,0.2
06/30/2015 11:59:00 PM,2015,Mobile GR,Turnover Rate,Total,Black/African-American,0.166666667
06/30/2015 11:59:00 PM,2015,Mobile GR,Turnover Rate,Total,Hispanic/Latino,0
06/30/2015 11:59:00 PM,2015,Mobile GR,Turnover Rate,Total,Multiracial,1
06/30/2015 11:59:00 PM,2015,Mobile GR,Turnover Rate,Total,Total,0.192307692
06/30/2015 11:59:00 PM,2015,Mobile GR,Turnover Rate,Total,White,0.157894737
06/30/2015 11:59:00 PM,2015,Parks & Recreation,Turnover Rate,Male,Black/African-American,0
06/30/2015 11:59:00 PM,2015,Parks & Recreation,Turnover Rate,Male,Total,0.15
06/30/2015 11:59:00 PM,2015,Parks & Recreation,Turnover Rate,Male,White,0.166666667
06/30/2015 11:59:00 PM,2015,Parks & Recreation,Turnover Rate,Total,Black/African-American,0
06/30/2015 11:59:00 PM,2015,Parks & Recreation,Turnover Rate,Total,Total,0.130434783
06/30/2015 11:59:00 PM,2015,Parks & Recreation,Turnover Rate,Total,White,0.142857143
06/30/2015 11:59:00 PM,2015,Police Department,Turnover Rate,Female,Asian,0
06/30/2015 11:59:00 PM,2015,Police Department,Turnover Rate,Female,Black/African-American,2
06/30/2015 11:59:00 PM,2015,Police Department,Turnover Rate,Female,Hispanic/Latino,0
06/30/2015 11:59:00 PM,2015,Police Department,Turnover Rate,Female,Total,0.134328358
06/30/2015 11:59:00 PM,2015,Police Department,Turnover Rate,Female,White,0.109375
06/30/2015 11:59:00 PM,2015,Police Department,Turnover Rate,Male,Asian,0
06/30/2015 11:59:00 PM,2015,Police Department,Turnover Rate,Male,Black/African-American,0.076923077
06/30/2015 11:59:00 PM,2015,Police Department,Turnover Rate,Male,Hispanic/Latino,0.2
06/30/2015 11:59:00 PM,2015,Police Department,Turnover Rate,Male,Native American,0
06/30/2015 11:59:00 PM,2015,Police Department,Turnover Rate,Male,Total,0.067857143
06/30/2015 11:59:00 PM,2015,Police Department,Turnover Rate,Male,White,0.06504065
06/30/2015 11:59:00 PM,2015,Police Department,Turnover Rate,Total,Asian,0
06/30/2015 11:59:00 PM,2015,Police Department,Turnover Rate,Total,Black/African-American,0.214285714
06/30/2015 11:59:00 PM,2015,Police Department,Turnover Rate,Total,Hispanic/Latino,0.181818182
06/30/2015 11:59:00 PM,2015,Police Department,Turnover Rate,Total,Native American,0
06/30/2015 11:59:00 PM,2015,Police Department,Turnover Rate,Total,Total,0.080691643
06/30/2015 11:59:00 PM,2015,Police Department,Turnover Rate,Total,White,0.074193548
06/30/2015 11:59:00 PM,2015,Public Works,Turnover Rate,Female,Black/African-American,0
06/30/2015 11:59:00 PM,2015,Public Works,Turnover Rate,Female,Total,0.1
06/30/2015 11:59:00 PM,2015,Public Works,Turnover Rate,Female,White,0.125
06/30/2015 11:59:00 PM,2015,Public Works,Turnover Rate,Male,Black/African-American,0.071428571
06/30/2015 11:59:00 PM,2015,Public Works,Turnover Rate,Male,Hispanic/Latino,0
06/30/2015 11:59:00 PM,2015,Public Works,Turnover Rate,Male,Native American,0
06/30/2015 11:59:00 PM,2015,Public Works,Turnover Rate,Male,Total,0.057692308
06/30/2015 11:59:00 PM,2015,Public Works,Turnover Rate,Male,White,0.058823529
06/30/2015 11:59:00 PM,2015,Public Works,Turnover Rate,Total,Black/African-American,0.0625
06/30/2015 11:59:00 PM,2015,Public Works,Turnover Rate,Total,Hispanic/Latino,0
06/30/2015 11:59:00 PM,2015,Public Works,Turnover Rate,Total,Native American,0
06/30/2015 11:59:00 PM,2015,Public Works,Turnover Rate,Total,Total,0.064516129
06/30/2015 11:59:00 PM,2015,Public Works,Turnover Rate,Total,White,0.071428571
06/30/2015 11:59:00 PM,2015,Total,Turnover Rate,Female,Asian,0
06/30/2015 11:59:00 PM,2015,Total,Turnover Rate,Female,Black/African-American,0.171428571
06/30/2015 11:59:00 PM,2015,Total,Turnover Rate,Female,Hispanic/Latino,0
06/30/2015 11:59:00 PM,2015,Total,Turnover Rate,Female,Multiracial,1
06/30/2015 11:59:00 PM,2015,Total,Turnover Rate,Female,Native American,1
06/30/2015 11:59:00 PM,2015,Total,Turnover Rate,Female,Total,0.077142857
06/30/2015 11:59:00 PM,2015,Total,Turnover Rate,Female,White,0.061889251
06/30/2015 11:59:00 PM,2015,Total,Turnover Rate,Male,Asian,0
06/30/2015 11:59:00 PM,2015,Total,Turnover Rate,Male,Black/African-American,0.06557377
06/30/2015 11:59:00 PM,2015,Total,Turnover Rate,Male,Hispanic/Latino,0.076923077
06/30/2015 11:59:00 PM,2015,Total,Turnover Rate,Male,Native American,0
06/30/2015 11:59:00 PM,2015,Total,Turnover Rate,Male,Total,0.080818966
06/30/2015 11:59:00 PM,2015,Total,Turnover Rate,Male,White,0.083941606
06/30/2015 11:59:00 PM,2015,Total,Turnover Rate,Total,Asian,0
06/30/2015 11:59:00 PM,2015,Total,Turnover Rate,Total,Black/African-American,0.104166667
06/30/2015 11:59:00 PM,2015,Total,Turnover Rate,Total,Hispanic/Latino,0.071428571
06/30/2015 11:59:00 PM,2015,Total,Turnover Rate,Total,Multiracial,1
06/30/2015 11:59:00 PM,2015,Total,Turnover Rate,Total,Native American,0.125
06/30/2015 11:59:00 PM,2015,Total,Turnover Rate,Total,Total,0.079812207
06/30/2015 11:59:00 PM,2015,Total,Turnover Rate,Total,White,0.077945084
06/30/2015 11:59:00 PM,2015,Traffic Safety,Turnover Rate,Female,Asian,0
06/30/2015 11:59:00 PM,2015,Traffic Safety,Turnover Rate,Female,Total,0.5
06/30/2015 11:59:00 PM,2015,Traffic Safety,Turnover Rate,Female,White,0.666666667
06/30/2015 11:59:00 PM,2015,Traffic Safety,Turnover Rate,Male,Black/African-American,0
06/30/2015 11:59:00 PM,2015,Traffic Safety,Turnover Rate,Male,Total,0.111111111
06/30/2015 11:59:00 PM,2015,Traffic Safety,Turnover Rate,Male,White,0.12
06/30/2015 11:59:00 PM,2015,Traffic Safety,Turnover Rate,Total,Asian,0
06/30/2015 11:59:00 PM,2015,Traffic Safety,Turnover Rate,Total,Black/African-American,0
06/30/2015 11:59:00 PM,2015,Traffic Safety,Turnover Rate,Total,Total,0.161290323
06/30/2015 11:59:00 PM,2015,Traffic Safety,Turnover Rate,Total,White,0.178571429
06/30/2015 11:59:00 PM,2015,Water,Turnover Rate,Male,Asian,0
06/30/2015 11:59:00 PM,2015,Water,Turnover Rate,Male,Black/African-American,0
06/30/2015 11:59:00 PM,2015,Water,Turnover Rate,Male,Hispanic/Latino,0
06/30/2015 11:59:00 PM,2015,Water,Turnover Rate,Male,Native American,0
06/30/2015 11:59:00 PM,2015,Water,Turnover Rate,Male,Total,0.101123596
06/30/2015 11:59:00 PM,2015,Water,Turnover Rate,Male,White,0.118421053
06/30/2015 11:59:00 PM,2015,Water,Turnover Rate,Total,Asian,0
06/30/2015 11:59:00 PM,2015,Water,Turnover Rate,Total,Black/African-American,0
06/30/2015 11:59:00 PM,2015,Water,Turnover Rate,Total,Hispanic/Latino,0
