,Date Reported,Fiscal Year,Department,Category,Sex,Race/Ethnicity,Value
19437,2018-06-30,2018,61st District Court,Layoff,Male,Multiracial,0.0
19438,2018-06-30,2018,61st District Court,Layoff,Male,Native American,0.0
19439,2018-06-30,2018,61st District Court,Layoff,Male,Total,1.0
19440,2018-06-30,2018,61st District Court,Layoff,Male,White,0.0
19441,2018-06-30,2018,61st District Court,Resignation,Female,Asian,0.0
19442,2018-06-30,2018,61st District Court,Resignation,Female,Black/African-American,0.0
19443,2018-06-30,2018,61st District Court,Resignation,Female,Hispanic/Latino,0.0
19444,2018-06-30,2018,61st District Court,Resignation,Female,Multiracial,0.0
19445,2018-06-30,2018,61st District Court,Resignation,Female,Native American,0.0
19446,2018-06-30,2018,61st District Court,Resignation,Female,Total,2.0
19447,2018-06-30,2018,61st District Court,Resignation,Female,White,2.0
19448,2018-06-30,2018,61st District Court,Resignation,Male,Asian,1.0
19449,2018-06-30,2018,61st District Court,Resignation,Male,Black/African-American,0.0
19450,2018-06-30,2018,61st District Court,Resignation,Male,Hispanic/Latino,0.0
19451,2018-06-30,2018,61st District Court,Resignation,Male,Multiracial,0.0
19452,2018-06-30,2018,61st District Court,Resignation,Male,Native American,0.0
19453,2018-06-30,2018,61st District Court,Resignation,Male,Total,3.0
19454,2018-06-30,2018,61st District Court,Resignation,Male,White,2.0
19455,2018-06-30,2018,61st District Court,Retirement,Female,Asian,0.0
19456,2018-06-30,2018,61st District Court,Retirement,Female,Black/African-American,1.0
19457,2018-06-30,2018,61st District Court,Retirement,Female,Hispanic/Latino,0.0
19458,2018-06-30,2018,61st District Court,Retirement,Female,Multiracial,0.0
19459,2018-06-30,2018,61st District Court,Retirement,Female,Native American,0.0
19460,2018-06-30,2018,61st District Court,Retirement,Female,Total,1.0
19461,2018-06-30,2018,61st District Court,Retirement,Female,White,0.0
19462,2018-06-30,2018,City Attorney,Resignation,Female,Asian,0.0
19463,2018-06-30,2018,City Attorney,Resignation,Female,Black/African-American,0.0
19464,2018-06-30,2018,City Attorney,Resignation,Female,Hispanic/Latino,0.0
19465,2018-06-30,2018,City Attorney,Resignation,Female,Multiracial,0.0
19466,2018-06-30,2018,City Attorney,Resignation,Female,Native American,0.0
19467,2018-06-30,2018,City Attorney,Resignation,Female,Total,2.0
19468,2018-06-30,2018,City Attorney,Resignation,Female,White,2.0
19469,2018-06-30,2018,City Attorney,Resignation,Male,Asian,0.0
19470,2018-06-30,2018,City Attorney,Resignation,Male,Black/African-American,0.0
19471,2018-06-30,2018,City Attorney,Resignation,Male,Hispanic/Latino,0.0
19472,2018-06-30,2018,City Attorney,Resignation,Male,Multiracial,0.0
19473,2018-06-30,2018,City Attorney,Resignation,Male,Native American,0.0
19474,2018-06-30,2018,City Attorney,Resignation,Male,Total,1.0
19475,2018-06-30,2018,City Attorney,Resignation,Male,White,1.0
19476,2018-06-30,2018,City Clerk,Termination,Male,Asian,0.0
19477,2018-06-30,2018,City Clerk,Termination,Male,Black/African-American,0.0
19478,2018-06-30,2018,City Clerk,Termination,Male,Hispanic/Latino,0.0
19479,2018-06-30,2018,City Clerk,Termination,Male,Multiracial,0.0
19480,2018-06-30,2018,City Clerk,Termination,Male,Native American,0.0
19481,2018-06-30,2018,City Clerk,Termination,Male,Total,1.0
19482,2018-06-30,2018,City Clerk,Termination,Male,White,1.0
19483,2018-06-30,2018,City Clerk,Retirement,Female,Asian,0.0
19484,2018-06-30,2018,City Clerk,Retirement,Female,Black/African-American,1.0
19485,2018-06-30,2018,City Clerk,Retirement,Female,Hispanic/Latino,0.0
19486,2018-06-30,2018,City Clerk,Retirement,Female,Multiracial,0.0
19487,2018-06-30,2018,City Clerk,Retirement,Female,Native American,0.0
19488,2018-06-30,2018,City Clerk,Retirement,Female,Total,1.0
19489,2018-06-30,2018,City Clerk,Retirement,Female,White,0.0
19490,2018-06-30,2018,City Treasurer,Termination,Female,Asian,0.0
19491,2018-06-30,2018,City Treasurer,Termination,Female,Black/African-American,0.0
19492,2018-06-30,2018,City Treasurer,Termination,Female,Hispanic/Latino,0.0
19493,2018-06-30,2018,City Treasurer,Termination,Female,Multiracial,0.0
19494,2018-06-30,2018,City Treasurer,Termination,Female,Native American,0.0
19495,2018-06-30,2018,City Treasurer,Termination,Female,Total,2.0
19496,2018-06-30,2018,City Treasurer,Termination,Female,White,2.0
19497,2018-06-30,2018,City Treasurer,Retirement,Female,Asian,0.0
19498,2018-06-30,2018,City Treasurer,Retirement,Female,Black/African-American,0.0
19499,2018-06-30,2018,City Treasurer,Retirement,Female,Hispanic/Latino,0.0
19500,2018-06-30,2018,City Treasurer,Retirement,Female,Multiracial,0.0
19501,2018-06-30,2018,City Treasurer,Retirement,Female,Native American,0.0
19502,2018-06-30,2018,City Treasurer,Retirement,Female,Total,1.0
19503,2018-06-30,2018,City Treasurer,Retirement,Female,White,1.0
19504,2018-06-30,2018,City Treasurer,Retirement,Male,Asian,0.0
19505,2018-06-30,2018,City Treasurer,Retirement,Male,Black/African-American,0.0
19506,2018-06-30,2018,City Treasurer,Retirement,Male,Hispanic/Latino,0.0
19507,2018-06-30,2018,City Treasurer,Retirement,Male,Multiracial,0.0
19508,2018-06-30,2018,City Treasurer,Retirement,Male,Native American,0.0
19509,2018-06-30,2018,City Treasurer,Retirement,Male,Total,2.0
19510,2018-06-30,2018,City Treasurer,Retirement,Male,White,2.0
19511,2018-06-30,2018,Code Compliance,Resignation,Male,Asian,0.0
19512,2018-06-30,2018,Code Compliance,Resignation,Male,Black/African-American,0.0
19513,2018-06-30,2018,Code Compliance,Resignation,Male,Hispanic/Latino,0.0
19514,2018-06-30,2018,Code Compliance,Resignation,Male,Multiracial,0.0
19515,2018-06-30,2018,Code Compliance,Resignation,Male,Native American,0.0
19516,2018-06-30,2018,Code Compliance,Resignation,Male,Total,4.0
19517,2018-06-30,2018,Code Compliance,Resignation,Male,White,4.0
19518,2018-06-30,2018,Code Compliance,Retirement,Female,Asian,0.0
19519,2018-06-30,2018,Code Compliance,Retirement,Female,Black/African-American,0.0
19520,2018-06-30,2018,Code Compliance,Retirement,Female,Hispanic/Latino,0.0
19521,2018-06-30,2018,Code Compliance,Retirement,Female,Multiracial,0.0
19522,2018-06-30,2018,Code Compliance,Retirement,Female,Native American,0.0
19523,2018-06-30,2018,Code Compliance,Retirement,Female,Total,1.0
19524,2018-06-30,2018,Code Compliance,Retirement,Female,White,1.0
19525,2018-06-30,2018,Code Compliance,Retirement,Male,Asian,0.0
19526,2018-06-30,2018,Code Compliance,Retirement,Male,Black/African-American,0.0
19527,2018-06-30,2018,Code Compliance,Retirement,Male,Hispanic/Latino,0.0
19528,2018-06-30,2018,Code Compliance,Retirement,Male,Multiracial,0.0
19529,2018-06-30,2018,Code Compliance,Retirement,Male,Native American,0.0
19530,2018-06-30,2018,Code Compliance,Retirement,Male,Total,3.0
19531,2018-06-30,2018,Code Compliance,Retirement,Male,White,3.0
19532,2018-06-30,2018,Community Development,Retirement,Female,Asian,0.0
19533,2018-06-30,2018,Community Development,Retirement,Female,Black/African-American,0.0
19534,2018-06-30,2018,Community Development,Retirement,Female,Hispanic/Latino,0.0
19535,2018-06-30,2018,Community Development,Retirement,Female,Multiracial,0.0
19536,2018-06-30,2018,Community Development,Retirement,Female,Native American,0.0
19537,2018-06-30,2018,Community Development,Retirement,Female,Total,2.0
19538,2018-06-30,2018,Community Development,Retirement,Female,White,2.0
19539,2018-06-30,2018,Comptroller,Termination,Female,Asian,0.0
19540,2018-06-30,2018,Comptroller,Termination,Female,Black/African-American,0.0
19541,2018-06-30,2018,Comptroller,Termination,Female,Hispanic/Latino,0.0
19542,2018-06-30,2018,Comptroller,Termination,Female,Multiracial,0.0
19543,2018-06-30,2018,Comptroller,Termination,Female,Native American,0.0
19544,2018-06-30,2018,Comptroller,Termination,Female,Total,1.0
19545,2018-06-30,2018,Comptroller,Termination,Female,White,1.0
19546,2018-06-30,2018,Comptroller,Termination,Male,Asian,0.0
19547,2018-06-30,2018,Comptroller,Termination,Male,Black/African-American,0.0
19548,2018-06-30,2018,Comptroller,Termination,Male,Hispanic/Latino,0.0
19549,2018-06-30,2018,Comptroller,Termination,Male,Multiracial,0.0
19550,2018-06-30,2018,Comptroller,Termination,Male,Native American,0.0
19551,2018-06-30,2018,Comptroller,Termination,Male,Total,1.0
19552,2018-06-30,2018,Comptroller,Termination,Male,White,1.0
19553,2018-06-30,2018,Comptroller,Resignation,Female,Asian,1.0
19554,2018-06-30,2018,Comptroller,Resignation,Female,Black/African-American,0.0
19555,2018-06-30,2018,Comptroller,Resignation,Female,Hispanic/Latino,0.0
19556,2018-06-30,2018,Comptroller,Resignation,Female,Multiracial,0.0
19557,2018-06-30,2018,Comptroller,Resignation,Female,Native American,0.0
19558,2018-06-30,2018,Comptroller,Resignation,Female,Total,2.0
19559,2018-06-30,2018,Comptroller,Resignation,Female,White,1.0
19560,2018-06-30,2018,Comptroller,Retirement,Female,Asian,1.0
19561,2018-06-30,2018,Comptroller,Retirement,Female,Black/African-American,0.0
19562,2018-06-30,2018,Comptroller,Retirement,Female,Hispanic/Latino,0.0
19563,2018-06-30,2018,Comptroller,Retirement,Female,Multiracial,0.0
19564,2018-06-30,2018,Comptroller,Retirement,Female,Native American,0.0
19565,2018-06-30,2018,Comptroller,Retirement,Female,Total,3.0
19566,2018-06-30,2018,Comptroller,Retirement,Female,White,2.0
19567,2018-06-30,2018,Comptroller,Retirement,Male,Asian,0.0
19568,2018-06-30,2018,Comptroller,Retirement,Male,Black/African-American,0.0
19569,2018-06-30,2018,Comptroller,Retirement,Male,Hispanic/Latino,0.0
19570,2018-06-30,2018,Comptroller,Retirement,Male,Multiracial,0.0
19571,2018-06-30,2018,Comptroller,Retirement,Male,Native American,0.0
19572,2018-06-30,2018,Comptroller,Retirement,Male,Total,1.0
19573,2018-06-30,2018,Comptroller,Retirement,Male,White,1.0
19574,2018-06-30,2018,Dispatch,Resignation,Female,Asian,0.0
19575,2018-06-30,2018,Dispatch,Resignation,Female,Black/African-American,1.0
19576,2018-06-30,2018,Dispatch,Resignation,Female,Hispanic/Latino,0.0
19577,2018-06-30,2018,Dispatch,Resignation,Female,Multiracial,1.0
19578,2018-06-30,2018,Dispatch,Resignation,Female,Native American,0.0
19579,2018-06-30,2018,Dispatch,Resignation,Female,Total,3.0
19580,2018-06-30,2018,Dispatch,Resignation,Female,White,1.0
19581,2018-06-30,2018,Dispatch,Resignation,Male,Asian,0.0
19582,2018-06-30,2018,Dispatch,Resignation,Male,Black/African-American,0.0
19583,2018-06-30,2018,Dispatch,Resignation,Male,Hispanic/Latino,0.0
19584,2018-06-30,2018,Dispatch,Resignation,Male,Multiracial,0.0
19585,2018-06-30,2018,Dispatch,Resignation,Male,Native American,0.0
19586,2018-06-30,2018,Dispatch,Resignation,Male,Total,2.0
19587,2018-06-30,2018,Dispatch,Resignation,Male,White,2.0
19588,2018-06-30,2018,Engineering,Termination,Female,Asian,1.0
19589,2018-06-30,2018,Engineering,Termination,Female,Black/African-American,0.0
19590,2018-06-30,2018,Engineering,Termination,Female,Hispanic/Latino,0.0
19591,2018-06-30,2018,Engineering,Termination,Female,Multiracial,0.0
19592,2018-06-30,2018,Engineering,Termination,Female,Native American,0.0
19593,2018-06-30,2018,Engineering,Termination,Female,Total,1.0
19594,2018-06-30,2018,Engineering,Termination,Female,White,0.0
19595,2018-06-30,2018,Engineering,Resignation,Female,Asian,0.0
19596,2018-06-30,2018,Engineering,Resignation,Female,Black/African-American,0.0
19597,2018-06-30,2018,Engineering,Resignation,Female,Hispanic/Latino,0.0
19598,2018-06-30,2018,Engineering,Resignation,Female,Multiracial,0.0
19599,2018-06-30,2018,Engineering,Resignation,Female,Native American,0.0
19600,2018-06-30,2018,Engineering,Resignation,Female,Total,1.0
19601,2018-06-30,2018,Engineering,Resignation,Female,White,1.0
19602,2018-06-30,2018,Engineering,Resignation,Male,Asian,0.0
19603,2018-06-30,2018,Engineering,Resignation,Male,Black/African-American,0.0
19604,2018-06-30,2018,Engineering,Resignation,Male,Hispanic/Latino,0.0
19605,2018-06-30,2018,Engineering,Resignation,Male,Multiracial,0.0
19606,2018-06-30,2018,Engineering,Resignation,Male,Native American,0.0
19607,2018-06-30,2018,Engineering,Resignation,Male,Total,2.0
19608,2018-06-30,2018,Engineering,Resignation,Male,White,2.0
19609,2018-06-30,2018,Environmental Services,Retirement,Female,Asian,0.0
19610,2018-06-30,2018,Environmental Services,Retirement,Female,Black/African-American,0.0
19611,2018-06-30,2018,Environmental Services,Retirement,Female,Hispanic/Latino,0.0
19612,2018-06-30,2018,Environmental Services,Retirement,Female,Multiracial,0.0
19613,2018-06-30,2018,Environmental Services,Retirement,Female,Native American,0.0
19614,2018-06-30,2018,Environmental Services,Retirement,Female,Total,1.0
19615,2018-06-30,2018,Environmental Services,Retirement,Female,White,1.0
19616,2018-06-30,2018,Environmental Services,Termination,Male,Asian,0.0
19617,2018-06-30,2018,Environmental Services,Termination,Male,Black/African-American,0.0
19618,2018-06-30,2018,Environmental Services,Termination,Male,Hispanic/Latino,0.0
19619,2018-06-30,2018,Environmental Services,Termination,Male,Multiracial,0.0
19620,2018-06-30,2018,Environmental Services,Termination,Male,Native American,0.0
19621,2018-06-30,2018,Environmental Services,Termination,Male,Total,2.0
19622,2018-06-30,2018,Environmental Services,Termination,Male,White,2.0
19623,2018-06-30,2018,Environmental Services,Resignation,Male,Asian,0.0
19624,2018-06-30,2018,Environmental Services,Resignation,Male,Black/African-American,0.0
19625,2018-06-30,2018,Environmental Services,Resignation,Male,Hispanic/Latino,0.0
19626,2018-06-30,2018,Environmental Services,Resignation,Male,Multiracial,0.0
19627,2018-06-30,2018,Environmental Services,Resignation,Male,Native American,0.0
19628,2018-06-30,2018,Environmental Services,Resignation,Male,Total,5.0
19629,2018-06-30,2018,Environmental Services,Resignation,Male,White,5.0
19630,2018-06-30,2018,Environmental Services,Retirement,Female,Asian,0.0
19631,2018-06-30,2018,Environmental Services,Retirement,Female,Black/African-American,0.0
19632,2018-06-30,2018,Environmental Services,Retirement,Female,Hispanic/Latino,0.0
19633,2018-06-30,2018,Environmental Services,Retirement,Female,Multiracial,0.0
19634,2018-06-30,2018,Environmental Services,Retirement,Female,Native American,0.0
19635,2018-06-30,2018,Environmental Services,Retirement,Female,Total,1.0
19636,2018-06-30,2018,Environmental Services,Retirement,Female,White,1.0
19637,2018-06-30,2018,Environmental Services,Retirement,Male,Asian,0.0
19638,2018-06-30,2018,Environmental Services,Retirement,Male,Black/African-American,0.0
19639,2018-06-30,2018,Environmental Services,Retirement,Male,Hispanic/Latino,0.0
19640,2018-06-30,2018,Environmental Services,Retirement,Male,Multiracial,0.0
19641,2018-06-30,2018,Environmental Services,Retirement,Male,Native American,0.0
19642,2018-06-30,2018,Environmental Services,Retirement,Male,Total,2.0
19643,2018-06-30,2018,Environmental Services,Retirement,Male,White,2.0
19644,2018-06-30,2018,Executive Office,Termination,Female,Asian,0.0
19645,2018-06-30,2018,Executive Office,Termination,Female,Black/African-American,1.0
19646,2018-06-30,2018,Executive Office,Termination,Female,Hispanic/Latino,1.0
19647,2018-06-30,2018,Executive Office,Termination,Female,Multiracial,0.0
19648,2018-06-30,2018,Executive Office,Termination,Female,Native American,0.0
19649,2018-06-30,2018,Executive Office,Termination,Female,Total,2.0
19650,2018-06-30,2018,Executive Office,Termination,Female,White,0.0
19651,2018-06-30,2018,Executive Office,Retirement,Female,Asian,0.0
19652,2018-06-30,2018,Executive Office,Retirement,Female,Black/African-American,0.0
19653,2018-06-30,2018,Executive Office,Retirement,Female,Hispanic/Latino,0.0
19654,2018-06-30,2018,Executive Office,Retirement,Female,Multiracial,0.0
19655,2018-06-30,2018,Executive Office,Retirement,Female,Native American,0.0
19656,2018-06-30,2018,Executive Office,Retirement,Female,Total,1.0
19657,2018-06-30,2018,Executive Office,Retirement,Female,White,1.0
19658,2018-06-30,2018,Executive Office,Retirement,Male,Asian,0.0
19659,2018-06-30,2018,Executive Office,Retirement,Male,Black/African-American,0.0
19660,2018-06-30,2018,Executive Office,Retirement,Male,Hispanic/Latino,0.0
19661,2018-06-30,2018,Executive Office,Retirement,Male,Multiracial,0.0
19662,2018-06-30,2018,Executive Office,Retirement,Male,Native American,0.0
19663,2018-06-30,2018,Executive Office,Retirement,Male,Total,1.0
19664,2018-06-30,2018,Executive Office,Retirement,Male,White,1.0
19665,2018-06-30,2018,Facilities and Fleet,Resignation,Female,Asian,0.0
19666,2018-06-30,2018,Facilities and Fleet,Resignation,Female,Black/African-American,0.0
19667,2018-06-30,2018,Facilities and Fleet,Resignation,Female,Hispanic/Latino,0.0
19668,2018-06-30,2018,Facilities and Fleet,Resignation,Female,Multiracial,0.0
19669,2018-06-30,2018,Facilities and Fleet,Resignation,Female,Native American,0.0
19670,2018-06-30,2018,Facilities and Fleet,Resignation,Female,Total,1.0
19671,2018-06-30,2018,Facilities and Fleet,Resignation,Female,White,1.0
19672,2018-06-30,2018,Facilities and Fleet,Resignation,Male,Asian,0.0
19673,2018-06-30,2018,Facilities and Fleet,Resignation,Male,Black/African-American,0.0
19674,2018-06-30,2018,Facilities and Fleet,Resignation,Male,Hispanic/Latino,0.0
19675,2018-06-30,2018,Facilities and Fleet,Resignation,Male,Multiracial,0.0
19676,2018-06-30,2018,Facilities and Fleet,Resignation,Male,Native American,0.0
19677,2018-06-30,2018,Facilities and Fleet,Resignation,Male,Total,4.0
19678,2018-06-30,2018,Facilities and Fleet,Resignation,Male,White,4.0
19679,2018-06-30,2018,Facilities and Fleet,Retirement,Male,Asian,0.0
19680,2018-06-30,2018,Facilities and Fleet,Retirement,Male,Black/African-American,0.0
19681,2018-06-30,2018,Facilities and Fleet,Retirement,Male,Hispanic/Latino,0.0
19682,2018-06-30,2018,Facilities and Fleet,Retirement,Male,Multiracial,0.0
19683,2018-06-30,2018,Facilities and Fleet,Retirement,Male,Native American,0.0
19684,2018-06-30,2018,Facilities and Fleet,Retirement,Male,Total,3.0
19685,2018-06-30,2018,Facilities and Fleet,Retirement,Male,White,3.0
19686,2018-06-30,2018,Fire Department,Resignation,Male,Asian,0.0
19687,2018-06-30,2018,Fire Department,Resignation,Male,Black/African-American,0.0
19688,2018-06-30,2018,Fire Department,Resignation,Male,Hispanic/Latino,0.0
19689,2018-06-30,2018,Fire Department,Resignation,Male,Multiracial,0.0
19690,2018-06-30,2018,Fire Department,Resignation,Male,Native American,0.0
19691,2018-06-30,2018,Fire Department,Resignation,Male,Total,2.0
19692,2018-06-30,2018,Fire Department,Resignation,Male,White,2.0
19693,2018-06-30,2018,Fire Department,Retirement,Female,Asian,0.0
19694,2018-06-30,2018,Fire Department,Retirement,Female,Black/African-American,0.0
19695,2018-06-30,2018,Fire Department,Retirement,Female,Hispanic/Latino,0.0
19696,2018-06-30,2018,Fire Department,Retirement,Female,Multiracial,0.0
19697,2018-06-30,2018,Fire Department,Retirement,Female,Native American,0.0
19698,2018-06-30,2018,Fire Department,Retirement,Female,Total,2.0
19699,2018-06-30,2018,Fire Department,Retirement,Female,White,2.0
19700,2018-06-30,2018,Fire Department,Retirement,Male,Asian,0.0
19701,2018-06-30,2018,Fire Department,Retirement,Male,Black/African-American,0.0
19702,2018-06-30,2018,Fire Department,Retirement,Male,Hispanic/Latino,0.0
19703,2018-06-30,2018,Fire Department,Retirement,Male,Multiracial,0.0
19704,2018-06-30,2018,Fire Department,Retirement,Male,Native American,0.0
19705,2018-06-30,2018,Fire Department,Retirement,Male,Total,8.0
19706,2018-06-30,2018,Fire Department,Retirement,Male,White,8.0
19707,2018-06-30,2018,Income Tax,Resignation,Male,Asian,0.0
19708,2018-06-30,2018,Income Tax,Resignation,Male,Black/African-American,0.0
19709,2018-06-30,2018,Income Tax,Resignation,Male,Hispanic/Latino,0.0
19710,2018-06-30,2018,Income Tax,Resignation,Male,Multiracial,0.0
19711,2018-06-30,2018,Income Tax,Resignation,Male,Native American,0.0
19712,2018-06-30,2018,Income Tax,Resignation,Male,Total,1.0
19713,2018-06-30,2018,Income Tax,Resignation,Male,White,1.0
19714,2018-06-30,2018,Information Technology,Retirement,Male,Asian,0.0
19715,2018-06-30,2018,Information Technology,Retirement,Male,Black/African-American,0.0
19716,2018-06-30,2018,Information Technology,Retirement,Male,Hispanic/Latino,0.0
19717,2018-06-30,2018,Information Technology,Retirement,Male,Multiracial,0.0
19718,2018-06-30,2018,Information Technology,Retirement,Male,Native American,0.0
19719,2018-06-30,2018,Information Technology,Retirement,Male,Total,1.0
19720,2018-06-30,2018,Information Technology,Retirement,Male,White,1.0
19721,2018-06-30,2018,Library,Resignation,Female,Asian,0.0
19722,2018-06-30,2018,Library,Resignation,Female,Black/African-American,0.0
19723,2018-06-30,2018,Library,Resignation,Female,Hispanic/Latino,0.0
19724,2018-06-30,2018,Library,Resignation,Female,Multiracial,0.0
19725,2018-06-30,2018,Library,Resignation,Female,Native American,0.0
19726,2018-06-30,2018,Library,Resignation,Female,Total,2.0
19727,2018-06-30,2018,Library,Resignation,Female,White,2.0
19728,2018-06-30,2018,Library,Resignation,Male,Asian,0.0
19729,2018-06-30,2018,Library,Resignation,Male,Black/African-American,0.0
19730,2018-06-30,2018,Library,Resignation,Male,Hispanic/Latino,0.0
19731,2018-06-30,2018,Library,Resignation,Male,Multiracial,0.0
19732,2018-06-30,2018,Library,Resignation,Male,Native American,0.0
19733,2018-06-30,2018,Library,Resignation,Male,Total,1.0
19734,2018-06-30,2018,Library,Resignation,Male,White,1.0
19735,2018-06-30,2018,Library,Retirement,Female,Asian,0.0
19736,2018-06-30,2018,Library,Retirement,Female,Black/African-American,0.0
19737,2018-06-30,2018,Library,Retirement,Female,Hispanic/Latino,0.0
19738,2018-06-30,2018,Library,Retirement,Female,Multiracial,0.0
19739,2018-06-30,2018,Library,Retirement,Female,Native American,0.0
19740,2018-06-30,2018,Library,Retirement,Female,Total,3.0
19741,2018-06-30,2018,Library,Retirement,Female,White,3.0
19742,2018-06-30,2018,Mobile GR,Termination,Female,Asian,0.0
19743,2018-06-30,2018,Mobile GR,Termination,Female,Black/African-American,1.0
19744,2018-06-30,2018,Mobile GR,Termination,Female,Hispanic/Latino,0.0
19745,2018-06-30,2018,Mobile GR,Termination,Female,Multiracial,0.0
19746,2018-06-30,2018,Mobile GR,Termination,Female,Native American,0.0
19747,2018-06-30,2018,Mobile GR,Termination,Female,Total,1.0
19748,2018-06-30,2018,Mobile GR,Termination,Female,White,0.0
19749,2018-06-30,2018,Mobile GR,Termination,Male,Asian,0.0
19750,2018-06-30,2018,Mobile GR,Termination,Male,Black/African-American,0.0
19751,2018-06-30,2018,Mobile GR,Termination,Male,Hispanic/Latino,0.0
19752,2018-06-30,2018,Mobile GR,Termination,Male,Multiracial,0.0
19753,2018-06-30,2018,Mobile GR,Termination,Male,Native American,0.0
19754,2018-06-30,2018,Mobile GR,Termination,Male,Total,2.0
19755,2018-06-30,2018,Mobile GR,Termination,Male,White,2.0
19756,2018-06-30,2018,Mobile GR,Layoff,Male,Asian,0.0
19757,2018-06-30,2018,Mobile GR,Layoff,Male,Black/African-American,0.0
19758,2018-06-30,2018,Mobile GR,Layoff,Male,Hispanic/Latino,0.0
19759,2018-06-30,2018,Mobile GR,Layoff,Male,Multiracial,0.0
19760,2018-06-30,2018,Mobile GR,Layoff,Male,Native American,0.0
19761,2018-06-30,2018,Mobile GR,Layoff,Male,Total,1.0
19762,2018-06-30,2018,Mobile GR,Layoff,Male,White,1.0
19763,2018-06-30,2018,Mobile GR,Resignation,Female,Asian,0.0
19764,2018-06-30,2018,Mobile GR,Resignation,Female,Black/African-American,1.0
19765,2018-06-30,2018,Mobile GR,Resignation,Female,Hispanic/Latino,0.0
19766,2018-06-30,2018,Mobile GR,Resignation,Female,Multiracial,0.0
19767,2018-06-30,2018,Mobile GR,Resignation,Female,Native American,0.0
19768,2018-06-30,2018,Mobile GR,Resignation,Female,Total,1.0
19769,2018-06-30,2018,Mobile GR,Resignation,Female,White,0.0
19770,2018-06-30,2018,Mobile GR,Resignation,Male,Asian,0.0
19771,2018-06-30,2018,Mobile GR,Resignation,Male,Black/African-American,0.0
19772,2018-06-30,2018,Mobile GR,Resignation,Male,Hispanic/Latino,0.0
19773,2018-06-30,2018,Mobile GR,Resignation,Male,Multiracial,0.0
19774,2018-06-30,2018,Mobile GR,Resignation,Male,Native American,0.0
19775,2018-06-30,2018,Mobile GR,Resignation,Male,Total,1.0
19776,2018-06-30,2018,Mobile GR,Resignation,Male,White,1.0
19777,2018-06-30,2018,Mobile GR,Retirement,Male,Asian,0.0
19778,2018-06-30,2018,Mobile GR,Retirement,Male,Black/African-American,0.0
19779,2018-06-30,2018,Mobile GR,Retirement,Male,Hispanic/Latino,1.0
19780,2018-06-30,2018,Mobile GR,Retirement,Male,Multiracial,0.0
19781,2018-06-30,2018,Mobile GR,Retirement,Male,Native American,0.0
19782,2018-06-30,2018,Mobile GR,Retirement,Male,Total,1.0
19783,2018-06-30,2018,Mobile GR,Retirement,Male,White,0.0
19784,2018-06-30,2018,Parks & Recreation,Termination,Male,Asian,0.0
19785,2018-06-30,2018,Parks & Recreation,Termination,Male,Black/African-American,0.0
19786,2018-06-30,2018,Parks & Recreation,Termination,Male,Hispanic/Latino,0.0
19787,2018-06-30,2018,Parks & Recreation,Termination,Male,Multiracial,0.0
19788,2018-06-30,2018,Parks & Recreation,Termination,Male,Native American,0.0
19789,2018-06-30,2018,Parks & Recreation,Termination,Male,Total,1.0
19790,2018-06-30,2018,Parks & Recreation,Termination,Male,White,1.0
19791,2018-06-30,2018,Parks & Recreation,Resignation,Male,Asian,0.0
19792,2018-06-30,2018,Parks & Recreation,Resignation,Male,Black/African-American,0.0
19793,2018-06-30,2018,Parks & Recreation,Resignation,Male,Hispanic/Latino,0.0
19794,2018-06-30,2018,Parks & Recreation,Resignation,Male,Multiracial,0.0
19795,2018-06-30,2018,Parks & Recreation,Resignation,Male,Native American,0.0
19796,2018-06-30,2018,Parks & Recreation,Resignation,Male,Total,3.0
19797,2018-06-30,2018,Parks & Recreation,Resignation,Male,White,3.0
19798,2018-06-30,2018,Planning,Resignation,Female,Asian,0.0
19799,2018-06-30,2018,Planning,Resignation,Female,Black/African-American,0.0
19800,2018-06-30,2018,Planning,Resignation,Female,Hispanic/Latino,1.0
19801,2018-06-30,2018,Planning,Resignation,Female,Multiracial,0.0
19802,2018-06-30,2018,Planning,Resignation,Female,Native American,0.0
19803,2018-06-30,2018,Planning,Resignation,Female,Total,1.0
19804,2018-06-30,2018,Planning,Resignation,Female,White,0.0
19805,2018-06-30,2018,Planning,Retirement,Female,Asian,0.0
19806,2018-06-30,2018,Planning,Retirement,Female,Black/African-American,0.0
19807,2018-06-30,2018,Planning,Retirement,Female,Hispanic/Latino,0.0
19808,2018-06-30,2018,Planning,Retirement,Female,Multiracial,0.0
19809,2018-06-30,2018,Planning,Retirement,Female,Native American,0.0
19810,2018-06-30,2018,Planning,Retirement,Female,Total,1.0
19811,2018-06-30,2018,Planning,Retirement,Female,White,1.0
19812,2018-06-30,2018,Police Department,Deceased,Male,Asian,0.0
19813,2018-06-30,2018,Police Department,Deceased,Male,Black/African-American,0.0
19814,2018-06-30,2018,Police Department,Deceased,Male,Hispanic/Latino,0.0
19815,2018-06-30,2018,Police Department,Deceased,Male,Multiracial,0.0
19816,2018-06-30,2018,Police Department,Deceased,Male,Native American,0.0
19817,2018-06-30,2018,Police Department,Deceased,Male,Total,1.0
19818,2018-06-30,2018,Police Department,Deceased,Male,White,1.0
19819,2018-06-30,2018,Police Department,Resignation,Male,Asian,0.0
19820,2018-06-30,2018,Police Department,Resignation,Male,Black/African-American,2.0
19821,2018-06-30,2018,Police Department,Resignation,Male,Hispanic/Latino,1.0
